condition,drugName,avg_rating,review_count
Skin and Structure Infection,Bactroban,8.27,11
Pain,Aleve,8.27,11
Anxiety,Ativan,8.27,169
Rosacea,Doxycycline,8.27,59
Hyperhidrosis,Oxybutynin,8.27,37
Insomnia,Lorazepam,8.26,46
Generalized Anxiety Disorde,Paxil,8.25,28
Arrhythmia,Disopyramide,8.25,4
Panic Disorde,Prozac,8.25,28
9</span> users found this comment helpful.,Loestrin 24 Fe,8.25,4
Post-Cholecystectomy Diarrhea,Cholestyramine,8.25,12
Polycystic Ovary Syndrome,Glucophage,8.25,4
Allergic Reactions,Benadryl,8.25,8
Osteoarthritis,Trolamine salicylate,8.25,4
Rheumatoid Arthritis,Vimovo,8.25,4
Schizophrenia,Seroquel XR,8.25,4
Hepatitis C,Telaprevir,8.25,8
Abnormal Uterine Bleeding,Ortho Micronor,8.25,4
Not Listed / Othe,Tramadol,8.25,8
Acne,Finacea,8.25,12
Narcolepsy,Lisdexamfetamine,8.25,4
Trigeminal Neuralgia,Neurontin,8.25,4
Irritable Bowel Syndrome,Symax Duotab,8.25,4
Upper Respiratory Tract Infection,Zithromax,8.25,4
Major Depressive Disorde,Fluoxetine / olanzapine,8.25,4
Migraine,Fiorinal,8.25,36
Acne,Claravis,8.25,64
Migraine Prevention,Pregabalin,8.25,8
ADHD,Daytrana,8.24,45
Herpes Simplex,Acyclovir,8.24,46
COPD,Roflumilast,8.24,21
Migraine,Diclofenac,8.24,21
Smoking Cessation,Nicotine,8.24,84
Depression,Brexpiprazole,8.24,17
Migraine Prevention,Verapamil,8.23,30
Chronic Myelogenous Leukemia,Tasigna,8.23,13
Emergency Contraception,My Way,8.23,13
Bipolar Disorde,Symbyax,8.23,22
Pain,Duragesic,8.23,31
Restless Legs Syndrome,Sinemet,8.22,9
Depression,Elavil,8.22,9
Hyperprolactinemia,Cabergoline,8.22,27
Night Terrors,Clonazepam,8.22,9
Sedation,Lorazepam,8.22,9
Acne,Tetracycline,8.22,18
Acne,Ocella,8.22,9
Benign Essential Trem,Inderal,8.22,9
Migraine,Aspirin / butalbital / caffeine,8.21,42
Alopecia,Spironolactone,8.21,14
Insomnia,Chloral hydrate,8.21,14
HIV Infection,Abacavir / dolutegravir / lamivudine,8.21,52
Ankylosing Spondylitis,Etanercept,8.21,29
HIV Infection,Complera,8.21,39
Opiate Withdrawal,Clonidine,8.2,127
Diarrhea,Atropine / diphenoxylate,8.2,30
Cold Symptoms,Acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,8.2,5
Pain,Darvon,8.2,5
Cold Symptoms,Vicks Nyquil D Cold and Flu Nighttime Relief,8.2,5
Erosive Esophagitis,Rabeprazole,8.2,5
Chronic Pain,Naloxone / pentazocine,8.2,5
Cold Symptoms,Chlorpheniramine / hydrocodone,8.2,10
Urticaria,Fexofenadine,8.2,20
Insomnia,Neurontin,8.2,5
"Lyme Disease, Neurologic",Doxycycline,8.2,5
Tinea Versicol,Selenium sulfide,8.2,10
Skin and Structure Infection,Linezolid,8.2,5
Sciatica,Voltaren,8.2,5
Obesity,Lorcaserin,8.2,185
Obesity,Bupropion,8.2,5
Anxiety,Chlordiazepoxide,8.2,15
Primary Ovarian Failure,Estradiol,8.2,5
Eczema,Dupilumab,8.2,10
"Nausea/Vomiting, Chemotherapy Induced",Dexamethasone,8.2,5
Tinnitus,Alprazolam,8.19,26
Obsessive Compulsive Disorde,Sertraline,8.19,80
Chronic Pain,MS Contin,8.18,33
Panic Disorde,Imipramine,8.18,11
"Diabetes, Type 2",Byetta,8.18,51
Diarrhea,Saccharomyces boulardii lyo,8.17,6
Osteoarthritis,Bioflavonoids,8.17,6
Ventricular Tachycardia,Atenolol,8.17,6
Cold Symptoms,Actifed,8.17,6
Anorexia,Marinol,8.17,6
Cold Symptoms,Pseudoephedrine / triprolidine,8.17,6
Allergic Rhinitis,Allegra-D 12 Hour,8.17,6
Migraine,Imitrex Statdose,8.17,12
Acne,Zenatane,8.17,6
Nasal Congestion,Sudafed Congestion,8.17,6
Birth Control,Femcon Fe,8.17,6
Hypertriglyceridemia,Omega-3 polyunsaturated fatty acids,8.17,6
Bipolar Disorde,Pristiq,8.17,6
Generalized Anxiety Disorde,Escitalopram,8.16,287
Migraine Prevention,Nortriptyline,8.16,110
Urticaria,Omalizumab,8.16,49
Panic Disorde,Fluoxetine,8.16,43
Hepatitis C,Epclusa,8.16,44
Plaque Psoriasis,Cosentyx,8.16,19
Psoriasis,Etanercept,8.16,19
"Asthma, Maintenance",Omalizumab,8.16,32
Anesthesia,Propofol,8.15,194
ibromyalgia,Desvenlafaxine,8.15,13
Shift Work Sleep Disorde,Modafinil,8.15,13
Postmenopausal Symptoms,Femring,8.15,13
Renal Cell Carcinoma,Votrient,8.15,26
Obesity,Meridia,8.15,41
Back Pain,Acetaminophen / hydrocodone,8.15,130
ibromyalgia,Armodafinil,8.14,7
Borderline Personality Disorde,Lurasidone,8.14,7
ibromyalgia,Skelaxin,8.14,14
Herpes Zoste,Valacyclovir,8.14,7
"Organ Transplant, Rejection Prophylaxis",CellCept,8.14,7
Epilepsy,Carbatrol,8.14,7
Neuralgia,Nortriptyline,8.14,14
Atopic Dermatitis,Elidel,8.14,7
Weight Loss,Victoza,8.14,63
ADHD,Adderall XR,8.14,107
Obstructive Sleep Apnea/Hypopnea Syndrome,Nuvigil,8.14,22
Epilepsy,Phenytoin,8.14,22
Pain,Hydromorphone,8.13,187
Eczema,Elidel,8.13,15
Opiate Dependence,Naltrexone,8.12,72
Psoriasis,Halobetasol,8.12,8
Anemia,Multivitamin with iron,8.12,8
Pain,Amitriptyline,8.12,112
"Crohn's Disease, Maintenance",Mesalamine,8.12,25
Panic Disorde,Propranolol,8.12,17
Period Pain,Naproxen,8.11,44
"Onychomycosis, Fingernail",Terbinafine,8.11,9
Pain,Levorphanol,8.11,9
Pain,Nubain,8.11,18
Ankylosing Spondylitis,Enbrel,8.11,27
"High Cholesterol, Familial Heterozygous",Repatha,8.11,9
Restless Legs Syndrome,Neupro,8.11,18
Pain,Lortab,8.11,65
Chronic Pain,Fentanyl,8.11,85
Depression,Lamotrigine,8.11,57
Social Anxiety Disorde,Paroxetine,8.1,48
Pain,Celebrex,8.1,39
Obsessive Compulsive Disorde,Luvox,8.1,39
Polycystic Ovary Syndrome,Desogestrel / ethinyl estradiol,8.1,10
Erectile Dysfunction,Vardenafil,8.1,90
Migraine Prevention,Metoprolol,8.1,10
Chronic Pain,Duragesic,8.1,20
Ovarian Cysts,Ortho Tri-Cyclen Lo,8.1,10
Hirsutism,Eflornithine,8.1,30
Inflammatory Bowel Disease,Budesonide,8.1,10
Pain,Voltaren,8.1,30
"Asthma, Maintenance",Fluticasone / salmeterol,8.1,50
Erectile Dysfunction,Levitra,8.1,71
Allergic Rhinitis,Azelastine,8.1,42
Bipolar Disorde,Oxcarbazepine,8.09,75
Skin Cance,Fluorouracil,8.09,11
Helicobacter Pylori Infection,Prevpac,8.09,34
Obsessive Compulsive Disorde,Fluvoxamine,8.09,69
Social Anxiety Disorde,Effexor XR,8.08,12
Acne,Atralin,8.08,25
Systemic Lupus Erythematosus,Belimumab,8.08,13
Rheumatoid Arthritis,Tocilizumab,8.08,13
Systemic Lupus Erythematosus,Benlysta,8.07,14
Smoking Cessation,Nicotrol Inhaler,8.07,14
Pain,Zipsor,8.07,14
"Asthma, Maintenance",Advair Diskus,8.07,43
Pain,Vicoprofen,8.07,30
Narcolepsy,Sodium oxybate,8.07,46
Back Pain,Ultram,8.06,16
Depression,L-methylfolate,8.06,66
Generalized Anxiety Disorde,Citalopram,8.05,75
Rheumatoid Arthritis,Remicade,8.05,19
COPD,Daliresp,8.05,20
Plaque Psoriasis,Secukinumab,8.04,26
Obesity,Qsymia,8.04,105
Chronic Idiopathic Constipation,Trulance,8.04,27
Obsessive Compulsive Disorde,Zoloft,8.04,56
Neuralgia,Pregabalin,8.04,28
Pain,Morphine,8.03,118
Interstitial Cystitis,Pentosan polysulfate sodium,8.02,45
Panic Disorde,Paxil,8.02,46
Obsessive Compulsive Disorde,Fluoxetine,8.02,47
Anxiety,Gabapentin,8.02,193
Migraine,Imitrex,8.01,97
Bladder Infection,Methenamine,8.0,6
Irritable Bowel Syndrome,Psyllium,8.0,4
Hot Flashes,Fluoxetine,8.0,13
Seizures,Primidone,8.0,8
Interstitial Cystitis,Elavil,8.0,7
Rheumatoid Arthritis,Certolizumab,8.0,4
High Blood Pressure,Hydrochlorothiazide / losartan,8.0,25
Rosacea,Finacea,8.0,29
Rosacea,Azelaic acid,8.0,32
Sinusitis,Azithromycin Dose Pack,8.0,6
Pain,Roxicet,8.0,13
Depression,Remeron SolTab,8.0,5
Insomnia,Seroquel XR,8.0,5
Schizophrenia,Fanapt,8.0,7
Insomnia,Diphenhydramine / naproxen,8.0,6
"Asthma, Maintenance",Alvesco,8.0,7
Hepatocellular Carcinoma,Nexavar,8.0,3
"Diabetes, Type 2",Toujeo Solostar,8.0,3
"COPD, Maintenance",Atrovent,8.0,4
Stomach Ulce,Protonix,8.0,6
High Blood Pressure,Cartia XT,8.0,3
Herpes Zoste,Valtrex,8.0,5
High Blood Pressure,Aliskiren / hydrochlorothiazide,8.0,3
"Diabetes, Type 2",Humalog,8.0,3
Migraine,Excedrin,8.0,9
Restless Legs Syndrome,Clonazepam,8.0,30
Restless Legs Syndrome,Gabapentin enacarbil,8.0,11
Rheumatoid Arthritis,Arthrotec,8.0,4
Allergic Rhinitis,Budesonide,8.0,5
Lyme Disease,Ceftin,8.0,5
Pain,Sulindac,8.0,5
Kidney Infections,Cephalexin,8.0,9
Mania,Risperdal,8.0,3
"Asthma, acute",Racepinephrine,8.0,9
Pain,OxyIR,8.0,4
High Blood Pressure,Hydrochlorothiazide / telmisartan,8.0,10
Reflex Sympathetic Dystrophy Syndrome,Trazodone,8.0,6
Allergic Rhinitis,Veramyst,8.0,6
Reflex Sympathetic Dystrophy Syndrome,Neurontin,8.0,3
Atrial Fibrillation,Cardizem,8.0,3
Abortion,Misoprostol,8.0,4
High Blood Pressure,Felodipine,8.0,4
Light Sedation,Phenergan,8.0,5
Restless Legs Syndrome,Mirapex,8.0,61
Rhinitis,Veramyst,8.0,6
Anesthesia,Pentothal,8.0,3
Diarrhea,Lomotil,8.0,17
Ventricular Tachycardia,Propafenone,8.0,5
Pulmonary Embolism,Eliquis,8.0,3
Multiple Sclerosis,Interferon beta-1b,8.0,4
Muscle Spasm,Orphenadrine,8.0,16
Psoriatic Arthritis,Enbrel,8.0,25
Cold Sores,Zovirax Cream,8.0,11
Prostate Cance,Provenge,8.0,3
Cluster Headaches,Lithium,8.0,5
Narcolepsy,Concerta,8.0,6
Bipolar Disorde,Zyprexa Zydis,8.0,5
Eczema,Desoximetasone,8.0,7
Ectopic Pregnancy,Methotrexate,8.0,3
"Nausea/Vomiting, Chemotherapy Induced",Ondansetron,8.0,7
Anesthesia,Thiopental,8.0,3
Tourette's Syndrome,Topamax,8.0,3
Tourette's Syndrome,Topiramate,8.0,3
Chronic Pain,Acetaminophen / oxycodone,8.0,101
Pulmonary Hypertension,Ambrisentan,8.0,5
Hemorrhoids,Analpram-HC,8.0,9
Vitamin/Mineral Supplementation during Pregnancy/Lactation,Duet DHA,8.0,5
Hemorrhoids,Hydrocortisone / pramoxine,8.0,12
Headache,Aleve,8.0,5
Pain,Ketamine,8.0,6
Pain,Kadian,8.0,20
Supraventricular Tachycardia,Verapamil,8.0,4
Migraine Prevention,Lamotrigine,8.0,8
Hepatitis B,Tenofovir,8.0,5
Herpes Zoste,Famciclovir,8.0,5
Pain,Propoxyphene,8.0,15
Juvenile Rheumatoid Arthritis,Etanercept,8.0,7
"High Cholesterol, Familial Heterozygous",Praluent,8.0,5
Insomnia,Oxazepam,8.0,4
Immunosuppression,Prednisone,8.0,3
Sedation,Atarax,8.0,3
ADHD,Wellbutrin SR,8.0,4
Panic Disorde,Celexa,8.0,8
3</span> users found this comment helpful.,Microgestin Fe 1 / 20,8.0,3
Obsessive Compulsive Disorde,Riluzole,8.0,3
"Ulcerative Colitis, Active",Uceris,8.0,3
Hypoparathyroidism,Natpara,8.0,3
Obsessive Compulsive Disorde,Paxil,8.0,15
Cough and Nasal Congestion,Hydrocodone / pseudoephedrine,8.0,3
Anxiety,Neurontin,8.0,9
Indigestion,Ranitidine,8.0,8
Indigestion,Phillips' Milk of Magnesia,8.0,3
Oral Thrush,Nystatin,8.0,11
Osteoarthritis,Limbrel,8.0,5
Urinary Tract Infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,8.0,9
Upper Respiratory Tract Infection,Cefuroxime,8.0,4
Not Listed / Othe,Cyclobenzaprine,8.0,3
ADHD,Omega-3 polyunsaturated fatty acids,8.0,4
Bipolar Disorde,Effexor,8.0,13
Premature Lab,Prometrium,8.0,3
Polycystic Ovary Syndrome,Glucophage XR,8.0,3
Eczema,Halobetasol,8.0,6
Obsessive Compulsive Disorde,Venlafaxine,8.0,10
"Ulcerative Colitis, Active",Asacol,8.0,5
New Daily Persistent Headache,Levetiracetam,8.0,4
Nocturnal Leg Cramps,Quinine,8.0,7
Trichomoniasis,Tinidazole,8.0,4
Ulcerative Colitis,Pentasa,8.0,3
Narcolepsy,Ritalin,8.0,13
Anal Fissure and Fistula,Nitroglycerin,8.0,8
Chronic Fatigue Syndrome,Nuvigil,8.0,19
Thyroid Cance,Thyroid desiccated,8.0,4
Barrett's Esophagus,Kapidex,8.0,5
Postherpetic Neuralgia,Gralise,8.0,3
Basal Cell Carcinoma,Fluorouracil,8.0,10
Overactive Bladde,Sanctura,8.0,9
ADHD,Amphetamine / dextroamphetamine,8.0,353
Obesity,Liraglutide,8.0,312
Obesity,Belviq,7.99,181
Anxiety,Propranolol,7.99,94
Chronic Pain,Oxycodone,7.99,178
Nausea/Vomiting,Ondansetron,7.99,170
"Diabetes, Type 2",Victoza,7.98,255
Multiple Sclerosis,Interferon beta-1a,7.98,51
Generalized Anxiety Disorde,Paroxetine,7.98,46
HIV Infection,Genvoya,7.98,43
Pain,Acetaminophen / hydrocodone,7.98,332
Irritable Bowel Syndrome,Hyoscyamine,7.98,40
Urticaria,Xolair,7.97,32
Migraine Prevention,Elavil,7.96,27
Depression,Modafinil,7.96,26
Psoriasis,Taclonex,7.96,26
Depression,Remeron,7.96,77
Pain,Vicodin,7.96,76
"Crohn's Disease, Maintenance",Pentasa,7.96,25
Multiple Sclerosis,Tecfidera,7.96,24
Migraine,Sumatriptan,7.95,213
Benign Prostatic Hyperplasia,Dutasteride,7.95,21
Opiate Dependence,Vivitrol,7.95,42
GERD,Lansoprazole,7.95,41
Pain,Opana ER,7.95,61
Anxiety and Stress,Effexor XR,7.95,20
Pneumonia,Clarithromycin,7.95,20
GERD,Ranitidine,7.95,37
Migraine Prevention,Inderal,7.94,18
Pain,Norco,7.94,108
Schizoaffective Disorde,Saphris,7.94,17
Hepatitis C,Sofosbuvir / velpatasvir,7.94,48
Insomnia,Elavil,7.94,16
Hashimoto's disease,Armour Thyroid,7.94,32
GERD,Omeprazole,7.93,60
Seizures,Zonegran,7.93,15
Arrhythmia,Dofetilide,7.93,30
Panic Disorde,Sertraline,7.93,206
Anxiety,Trazodone,7.93,42
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,7.93,41
Insomnia,Quetiapine,7.93,191
"High Cholesterol, Familial Heterozygous",Evolocumab,7.92,13
"Crohn's Disease, Maintenance",Adalimumab,7.92,26
Multiple Sclerosis,Natalizumab,7.92,63
Weight Loss,Lorcaserin,7.92,387
Gout,Allopurinol,7.92,36
Rosacea,MetroGel,7.92,12
Lyme Disease,Doxycycline,7.92,24
Acne,Monodox,7.91,23
Amenorrhea,Medroxyprogesterone,7.91,45
Heart Attack,Clopidogrel,7.91,22
Anxiety,Escitalopram,7.91,484
Allergic Reactions,Diphenhydramine,7.9,21
Weight Loss,Liraglutide,7.9,166
"Diabetes, Type 2",Amaryl,7.9,10
Benign Prostatic Hyperplasia,Cialis,7.9,40
Allergic Rhinitis,Allegra-D 24 Hour,7.89,9
Rheumatoid Arthritis,Rituximab,7.89,36
Bipolar Disorde,Epitol,7.89,9
Birth Control,Lybrel,7.89,9
Opiate Withdrawal,Methocarbamol,7.89,18
Insomnia,Gabapentin,7.89,44
Bladder Infection,Cephalexin,7.88,26
Panic Disorde,Zoloft,7.88,164
Chronic Pain,OxyContin,7.88,51
Acne,Tretinoin,7.88,228
Inflammatory Conditions,Prednisone,7.88,59
Anxiety and Stress,Zoloft,7.88,49
Postpartum Depression,Effexor XR,7.88,8
Obsessive Compulsive Disorde,Mirtazapine,7.88,8
GERD,Zantac 150,7.88,16
Pulmonary Hypertension,Tyvaso,7.88,8
Pain,Ultram ER,7.88,8
Juvenile Rheumatoid Arthritis,Enbrel,7.88,8
Benign Prostatic Hyperplasia,Tadalafil,7.87,39
Multiple Sclerosis,Tysabri,7.87,53
Restless Legs Syndrome,Carbidopa / levodopa,7.87,15
Weight Loss,Belviq,7.86,381
Pain,Morphine / naltrexone,7.86,7
Bladder Infection,Hiprex,7.86,7
Bipolar Disorde,Citalopram,7.86,7
Supraventricular Tachycardia,Diltiazem,7.86,7
0</span> users found this comment helpful.,Depo-Provera,7.86,7
Osteoarthritis,Celebrex,7.85,40
Generalized Anxiety Disorde,Quetiapine,7.85,80
Weight Loss,Phentermine / topiramate,7.85,249
Obsessive Compulsive Disorde,Anafranil,7.85,26
Urticaria,Zyrtec,7.85,26
Migraine Prevention,Amitriptyline,7.85,188
Psoriasis,Enbrel,7.84,19
Condylomata Acuminata,Podofilox,7.84,19
Anxiety,Lexapro,7.84,372
Pain,Voltaren Gel,7.84,74
Irritable Bowel Syndrome,Escitalopram,7.83,6
"High Cholesterol, Familial Heterozygous",Alirocumab,7.83,6
Schizophrenia,Geodon,7.83,18
ADHD,Kapvay,7.83,12
Raynaud's Syndrome,Nifedipine,7.83,24
GERD,Zegerid,7.83,12
Rheumatoid Arthritis,Acetaminophen / hydrocodone,7.83,18
Panic Disorde,Pristiq,7.83,6
"Asthma, acute",Asthmanefrin,7.83,6
Migraine,Gabapentin,7.83,59
Insomnia,Clonazepam,7.83,70
Obesity,Saxenda,7.83,250
Erectile Dysfunction,Alprostadil,7.83,58
"Hypothyroidism, After Thyroid Removal",Thyroid desiccated,7.83,23
Bipolar Disorde,Topiramate,7.82,67
Pain,Diclofenac,7.82,212
Allergic Rhinitis,Xyzal,7.82,22
Overactive Bladde,Darifenacin,7.82,11
Nausea/Vomiting,Hydroxyzine,7.82,11
Schizophrenia,Vraylar,7.82,11
Polycystic Ovary Syndrome,Metformin,7.82,136
Pain,Oxymorphone,7.82,136
Crohn's Disease,Mesalamine,7.81,16
Acne,Amnesteem,7.81,21
Insomnia,Restoril,7.81,36
Trichomoniasis,Metronidazole,7.8,56
Opiate Adjunct,Phenergan,7.8,5
Pain,Aspirin,7.8,5
Crohn's Disease,Budesonide,7.8,5
"Onychomycosis, Toenail",Ciclopirox,7.8,10
Skin Cance,Efudex,7.8,5
Dry Skin,EpiCeram,7.8,10
Lennox-Gastaut Syndrome,Clobazam,7.8,5
Dermatitis,Hydrocortisone,7.8,5
Intermittent Claudication,Cilostazol,7.8,5
Schizophrenia,Ziprasidone,7.8,20
ibromyalgia,Flexeril,7.8,10
Dermatitis,Prednisolone,7.8,5
Opiate Withdrawal,Robaxin,7.8,5
Osteoarthritis,Piroxicam,7.8,5
Parkinson's Disease,Sinemet,7.8,5
Schizophrenia,Saphris,7.8,20
Muscle Pain,Voltaren,7.8,5
Impetig,Retapamulin,7.8,5
Prostate Cance,Goserelin,7.8,5
Supraventricular Tachycardia,Atenolol,7.8,5
Anxiety,Meprobamate,7.8,5
Period Pain,Aleve,7.8,5
"COPD, Maintenance",Ipratropium,7.8,5
Not Listed / Othe,Trazodone,7.8,5
Depression,Wellbutrin XL,7.8,149
ADHD,Bupropion,7.79,58
Narcolepsy,Methylphenidate,7.79,29
Amenorrhea,Provera,7.79,33
Multiple Sclerosis,Copaxone,7.79,70
Allergic Rhinitis,Nasonex,7.78,23
Acne,Benzoyl peroxide / clindamycin,7.78,262
ADHD,Focalin XR,7.78,50
Bulimia,Prozac,7.78,18
Allergic Rhinitis,Fexofenadine / pseudoephedrine,7.77,22
Acne,Gianvi,7.77,22
Human Papilloma Virus,Aldara,7.77,13
Bronchitis,Guaifenesin,7.77,26
COPD,Breo Ellipta,7.77,13
Migraine,Zolmitriptan,7.77,69
Eye Redness,Ocular lubricant,7.77,30
Pain,Opana,7.77,64
Multiple Sclerosis,Gilenya,7.76,51
Binge Eating Disorde,Vyvanse,7.76,34
Sedation,Trazodone,7.76,55
Multiple Sclerosis,Glatiramer,7.76,76
Psoriasis,Adalimumab,7.76,59
Pain,Acetaminophen,7.76,21
Osteoarthritis,Celecoxib,7.76,49
Iron Deficiency Anemia,Iron sucrose,7.75,4
lic Acid Deficiency,L-methylfolate,7.75,4
Soft Tissue Sarcoma,Pazopanib,7.75,8
Cluster Headaches,Sumavel DosePro,7.75,4
Schizophrenia,Abilify Maintena,7.75,4
Sinusitis,Ciprofloxacin,7.75,12
Seizures,Keppra XR,7.75,8
Bacterial Vaginitis,Flagyl ER,7.75,4
Bacterial Infection,Keflex,7.75,8
Sinusitis,Cleocin,7.75,4
Allergic Reactions,Promethazine,7.75,4
Epilepsy,Depakote ER,7.75,12
Ventricular Tachycardia,Flecainide,7.75,4
Tonsillitis/Pharyngitis,Amoxicillin,7.75,12
Colorectal Cance,Cetuximab,7.75,4
Nasal Congestion,Brompheniramine / pseudoephedrine,7.75,4
Hashimoto's disease,Levoxyl,7.75,4
Panic Disorde,Effexor XR,7.75,16
Vulvodynia,Elavil,7.75,4
Status Epilepticus,Lorazepam,7.75,4
Alopecia,Rogaine Women's,7.75,4
Psoriasis,Triamcinolone,7.75,8
Condylomata Acuminata,Imiquimod,7.75,4
Colorectal Cance,Erbitux,7.75,4
Conjunctivitis,Gatifloxacin,7.75,4
Dietary Supplementation,CoQ10,7.75,4
Erosive Esophagitis,Aciphex,7.75,4
Rheumatoid Arthritis,Prednisone,7.75,24
5</span> users found this comment helpful.,Levora,7.75,4
"Diabetes, Type 2",Lantus Solostar,7.75,12
Allergic Rhinitis,Chlorpheniramine / pseudoephedrine,7.75,4
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,7.74,19
"Ulcerative Colitis, Active",Lialda,7.74,38
Acne,Clindamycin,7.73,49
Panic Disorde,Paroxetine,7.73,64
Muscle Spasm,Skelaxin,7.73,45
Osteoarthritis,Diclofenac / misoprostol,7.73,15
Systemic Lupus Erythematosus,Hydroxychloroquine,7.73,26
"Ulcerative Colitis, Maintenance",Mesalamine,7.73,26
Ulcerative Colitis,Lialda,7.73,11
High Blood Pressure,Amlodipine / hydrochlorothiazide / olmesartan,7.73,11
Muscle Pain,Diclofenac,7.73,11
Tourette's Syndrome,Orap,7.73,11
Postmenopausal Symptoms,Drospirenone / estradiol,7.73,11
Nausea/Vomiting,Zofran ODT,7.73,22
Bipolar Disorde,Seroquel XR,7.73,62
Generalized Anxiety Disorde,Sertraline,7.72,58
Chronic Pain,Fentanyl Transdermal System,7.72,29
Cough,Homatropine / hydrocodone,7.72,65
"Diabetes, Type 2",Liraglutide,7.72,270
ibromyalgia,Mucinex,7.72,18
Acne,Beyaz,7.72,18
Panic Disorde,Citalopram,7.72,43
"Crohn's Disease, Maintenance",Infliximab,7.72,25
Major Depressive Disorde,Fluoxetine,7.72,32
Social Anxiety Disorde,Zoloft,7.72,116
ibromyalgia,Sodium oxybate,7.71,7
Bipolar Disorde,Desvenlafaxine,7.71,7
Ankylosing Spondylitis,Humira,7.71,35
Gas,Gas-X,7.71,7
Acne,Spironolactone,7.71,178
GERD,Esomeprazole,7.71,66
Pain,Lyrica,7.71,59
Schizophrenia,Asenapine,7.71,24
Seizures,Dilantin,7.71,17
Chronic Myelogenous Leukemia,Nilotinib,7.71,17
Period Pain,Diclofenac,7.7,20
Migraine,Zomig-ZMT,7.7,10
Osteoarthritis,Etodolac,7.7,10
Emergency Contraception,Next Choice,7.7,30
Chlamydia Infection,Azithromycin,7.7,236
ADHD,Vyvanse,7.7,392
Weight Loss,Qsymia,7.7,207
Major Depressive Disorde,Wellbutrin SR,7.69,13
Restless Legs Syndrome,Horizant,7.69,13
Atrial Fibrillation,Sotalol,7.69,26
Underactive Thyroid,Armour Thyroid,7.69,65
Bipolar Disorde,Lithium,7.69,136
Schizoaffective Disorde,Abilify,7.69,29
Irritable Bowel Syndrome,Dicyclomine,7.69,106
Insulin Resistance Syndrome,Metformin,7.69,16
Pain,Pregabalin,7.69,80
Anxiety and Stress,Citalopram,7.69,417
GERD,Nexium,7.69,54
Pain,Elavil,7.68,22
Pain,Codeine,7.68,22
emale Infertility,Clomid,7.68,25
Epilepsy,Depakote,7.68,28
Acne,Benzamycin,7.67,6
"High Cholesterol, Familial Heterozygous",Simvastatin,7.67,3
Abnormal Uterine Bleeding,Aviane,7.67,6
Dermatitis,Fluocinolone,7.67,3
Cough,Mucinex DM,7.67,3
Acne,Tazarotene,7.67,9
Hypokalemia,Potassium chloride,7.67,3
0</span> users found this comment helpful.,Ortho Tri-Cyclen Lo,7.67,3
Epilepsy,Dilantin,7.67,18
Bronchitis,Bactrim,7.67,3
Rosacea,Minocin,7.67,3
SIADH,Demeclocycline,7.67,3
Lipodystrophy,Tesamorelin,7.67,3
"Onychomycosis, Toenail",Sporanox,7.67,3
Bladder Infection,Amoxicillin,7.67,3
"Diabetes, Type 2",Glimepiride,7.67,33
Perimenopausal Symptoms,Prometrium,7.67,3
7</span> users found this comment helpful.,Microgestin Fe 1 / 20,7.67,3
Atopic Dermatitis,Fluocinonide,7.67,3
"Constipation, Acute",Docusate / senna,7.67,6
Extrapyramidal Reaction,Artane,7.67,3
"Diabetes, Type 1",Afrezza,7.67,27
Cough,Codeine / promethazine,7.67,36
Abnormal Uterine Bleeding,Necon 1 / 35,7.67,3
Pharyngitis,Erythromycin,7.67,3
Constipation,Methylcellulose,7.67,3
Multiple Sclerosis,Betaseron,7.67,3
Birth Control,Junel Fe 24,7.67,3
Psoriasis,Calcitriol,7.67,3
Anxiety and Stress,Effexor,7.67,30
Atrophic Vaginitis,Vagifem,7.67,15
Tinea Capitis,Terbinafine,7.67,3
Trichotillomania,Citalopram,7.67,3
Temporomandibular Joint Disorde,Flexeril,7.67,3
Vaginal Yeast Infection,Terazol,7.67,3
Narcolepsy,Methylin,7.67,3
Dyspareunia,Osphena,7.67,6
Hashimoto's disease,Thyroid desiccated,7.67,45
HIV Infection,Darunavir,7.67,3
Acne,Minocin,7.67,6
Seasonal Allergic Conjunctivitis,Olopatadine,7.67,33
Bowel Preparation,GaviLyte-N,7.67,3
Nasal Congestion,Loratadine / pseudoephedrine,7.65,26
Anxiety and Stress,Prozac,7.65,147
Migraine Prevention,Propranolol,7.65,106
Underactive Thyroid,Thyroid desiccated,7.65,83
Muscle Spasm,Metaxalone,7.65,57
Acne,Veltin,7.65,17
Epilepsy,Lamotrigine,7.64,14
Urinary Tract Stones,Tamsulosin,7.64,53
Chronic Pain,Morphine,7.64,97
Depression,Doxepin,7.64,11
Anxiety and Stress,Fluoxetine,7.64,231
Plaque Psoriasis,Adalimumab,7.64,11
Keratosis,Efudex,7.64,11
Menstrual Disorders,Tranexamic acid,7.63,30
"Crohn's Disease, Maintenance",Humira,7.63,27
ADHD,Lisdexamfetamine,7.63,407
Obesity,Orlistat,7.63,153
Pain,Cymbalta,7.62,32
Pain,Zorvolex,7.62,8
Menorrhagia,Dienogest / estradiol,7.62,8
"Crohn's Disease, Maintenance",Azathioprine,7.62,8
Bronchitis,Mucinex,7.62,16
Bipolar Disorde,Zoloft,7.62,8
